,2022,2021,2020,2019,2018
intangibleAssets,6252000000.0,6519000000.0,6774000000.0,7037000000.0,6759000000.0
capitalSurplus,4553000000.0,4486000000.0,4433000000.0,4378000000.0,4387000000.0
totalLiab,17010000000.0,18455000000.0,19070000000.0,18824000000.0,16298000000.0
totalStockholderEquity,19702000000.0,17723000000.0,15254000000.0,13950000000.0,12803000000.0
minorityInterest,109000000.0,131000000.0,132000000.0,144000000.0,8000000.0
otherCurrentLiab,1231000000.0,1981000000.0,826000000.0,865000000.0,877000000.0
totalAssets,36821000000.0,36309000000.0,34456000000.0,32918000000.0,29109000000.0
commonStock,45000000.0,45000000.0,45000000.0,45000000.0,45000000.0
otherCurrentAssets,507000000.0,533000000.0,367000000.0,403000000.0,181000000.0
retainedEarnings,20084000000.0,17502000000.0,15100000000.0,13655000000.0,12329000000.0
otherLiab,3485000000.0,3481000000.0,3677000000.0,3481000000.0,3305000000.0
goodWill,10513000000.0,10549000000.0,10899000000.0,10844000000.0,9739000000.0
treasuryStock,-4980000000.0,-4310000000.0,-4324000000.0,-4128000000.0,-3958000000.0
otherAssets,1134000000.0,942000000.0,949000000.0,663000000.0,657000000.0
cash,1031000000.0,2507000000.0,1420000000.0,484000000.0,270000000.0
totalCurrentLiabilities,5313000000.0,6325000000.0,4234000000.0,5513000000.0,5031000000.0
shortLongTermDebt,459000000.0,1067000000.0,548000000.0,2102000000.0,1911000000.0
otherStockholderEquity,-297000000.0,-172000000.0,-179000000.0,-117000000.0,-15000000.0
propertyPlantEquipment,9192000000.0,8368000000.0,8128000000.0,7282000000.0,6169000000.0
totalCurrentAssets,9630000000.0,9822000000.0,7598000000.0,6990000000.0,5688000000.0
longTermInvestments,100000000.0,109000000.0,108000000.0,102000000.0,97000000.0
netTangibleAssets,2937000000.0,655000000.0,-2419000000.0,-3931000000.0,-3695000000.0
netReceivables,2577000000.0,2400000000.0,1952000000.0,2173000000.0,1723000000.0
longTermDebt,7862000000.0,8281000000.0,10791000000.0,9830000000.0,7962000000.0
inventory,5514000000.0,4382000000.0,3859000000.0,3929000000.0,3513000000.0
accountsPayable,2483000000.0,2225000000.0,1876000000.0,1926000000.0,1694000000.0
shortTermInvestments,1000000.0,,,1000000.0,1000000.0
researchDevelopment,,,,,
effectOfAccountingCharges,,,,,
incomeBeforeTax,4149000000,4041000000.0,2664000000.0,2374000000.0,2682000000.0
netIncome,3238000000,3047000000.0,2061000000.0,1980000000.0,2970000000.0
sellingGeneralAdministrative,2217000000,2106000000.0,2272000000.0,2208000000.0,2045000000.0
grossProfit,6624000000,6526000000.0,5384000000.0,5063000000.0,5197000000.0
ebit,4407000000,4420000000.0,3112000000.0,2855000000.0,3152000000.0
operatingIncome,4407000000,4420000000.0,3112000000.0,2855000000.0,3152000000.0
otherOperatingExpenses,,,,,
interestExpense,-365000000,-428000000.0,-485000000.0,-462000000.0,-350000000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,900000000,981000000.0,593000000.0,381000000.0,-291000000.0
totalRevenue,53282000000,47049000000.0,43185000000.0,42405000000.0,40052000000.0
totalOperatingExpenses,48875000000,42629000000.0,40073000000.0,39550000000.0,36900000000.0
costOfRevenue,46658000000,40523000000.0,37801000000.0,37342000000.0,34855000000.0
totalOtherIncomeExpenseNet,-258000000,-379000000.0,-448000000.0,-481000000.0,-470000000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,3249000000,3060000000.0,2071000000.0,1993000000.0,2973000000.0
netIncomeApplicableToCommonShares,3238000000,3047000000.0,2061000000.0,1980000000.0,2970000000.0
investments,-178000000,-46000000.0,-201000000.0,-1000000.0,-5000000.0
changeToLiabilities,302000000,351000000.0,-64000000.0,-55000000.0,-44000000.0
totalCashflowsFromInvestingActivities,-1935000000,58000000.0,-1423000000.0,-3464000000.0,-1906000000.0
netBorrowings,-1088000000,-2047000000.0,-672000000.0,1891000000.0,-332000000.0
totalCashFromFinancingActivities,-2323000000,-2731000000.0,-1468000000.0,1171000000.0,-1102000000.0
changeToOperatingActivities,-455000000,684000000.0,305000000.0,-97000000.0,-144000000.0
issuanceOfStock,126000000,41000000.0,30000000.0,99000000.0,102000000.0
changeInCash,-1606000000,1171000000.0,982000000.0,214000000.0,-48000000.0
repurchaseOfStock,-702000000,-67000000.0,-207000000.0,-252000000.0,-427000000.0
effectOfExchangeRate,-35000000,4000000.0,-1000000.0,-6000000.0,-3000000.0
totalCashFromOperatingActivities,2687000000,3840000000.0,3874000000.0,2513000000.0,2963000000.0
depreciation,1191000000,1195000000.0,1178000000.0,1086000000.0,933000000.0
otherCashflowsFromInvestingActivities,130000000,125000000.0,-52000000.0,88000000.0,-24000000.0
dividendsPaid,-653000000,-636000000.0,-601000000.0,-537000000.0,-431000000.0
changeToInventory,-1195000000,-567000000.0,86000000.0,-157000000.0,-144000000.0
changeToAccountReceivables,-176000000,-508000000.0,191000000.0,-226000000.0,-2000000.0
otherCashflowsFromFinancingActivities,-6000000,-22000000.0,-18000000.0,-30000000.0,-14000000.0
changeToNetincome,351000000,-802000000.0,41000000.0,224000000.0,-727000000.0
capitalExpenditures,-1887000000,-1209000000.0,-1199000000.0,-1259000000.0,-1200000000.0
annualDilutedAverageShares,,365000000.0,365000000.0,366000000.0,
