,2022,2021,2020,2019,2018
intangibleAssets,386446000.0,279132000.0,254322000.0,279374000.0,360404000.0
capitalSurplus,1487126000.0,1576363000.0,1653166000.0,1635455000.0,1644830000.0
totalLiab,3858897000.0,3453317000.0,3117695000.0,2316284000.0,2660959000.0
totalStockholderEquity,5515725000.0,5295137000.0,4907404000.0,4083013000.0,3479152000.0
minorityInterest,43465000.0,3806000.0,4963000.0,5863000.0,5863000.0
deferredLongTermLiab,,92200000.0,81300000.0,86400000.0,
otherCurrentLiab,1910822000.0,1566134000.0,1418381000.0,1228380000.0,1180320000.0
totalAssets,9418087000.0,8752260000.0,8030062000.0,6405160000.0,6145974000.0
commonStock,1524000.0,1531000.0,1528000.0,1503000.0,1493000.0
otherCurrentAssets,,17032000.0,10843000.0,8554000.0,6066000.0
retainedEarnings,5534307000.0,4549713000.0,3795397000.0,3164144000.0,2543688000.0
otherLiab,482301000.0,527736000.0,414539000.0,443738000.0,433009000.0
goodWill,3842234000.0,3575785000.0,3365114000.0,3171179000.0,3143249000.0
treasuryStock,-1507232000.0,-832470000.0,-542687000.0,-718089000.0,-710859000.0
otherAssets,1134348000.0,1105715000.0,898573000.0,775207000.0,778322000.0
cash,1417608000.0,1432840000.0,1235653000.0,728597000.0,723115000.0
totalCurrentLiabilities,2774499000.0,2413484000.0,2139922000.0,1752453000.0,2102415000.0
deferredLongTermAssetCharges,670653000.0,612655000.0,497546000.0,390129000.0,404166000.0
shortLongTermDebt,,74992000.0,27084000.0,17614000.0,13769000.0
otherStockholderEquity,-234277000.0,-49604000.0,-54074000.0,-92447000.0,-113177000.0
propertyPlantEquipment,1042390000.0,965649000.0,949636000.0,429532000.0,309310000.0
totalCurrentAssets,3012669000.0,2808341000.0,2549217000.0,1738917000.0,1543797000.0
longTermInvestments,,17638000.0,13200000.0,10951000.0,10892000.0
netTangibleAssets,1287045000.0,1440220000.0,1287968000.0,632460000.0,-24501000.0
shortTermInvestments,147913000.0,147949000.0,,,
netReceivables,796091000.0,885486000.0,1027647000.0,789307000.0,630742000.0
longTermDebt,20824000.0,25094000.0,100823000.0,120093000.0,125535000.0
inventory,211927000.0,229023000.0,192333000.0,141518000.0,122407000.0
accountsPayable,809403000.0,27413000.0,30003000.0,19815000.0,85046000.0
researchDevelopment,1680379000,1504823000.0,1279022000.0,1136932000.0,1084822000.0
effectOfAccountingCharges,,,,,
incomeBeforeTax,1115514000,805514000.0,638159000.0,545506000.0,363543000.0
netIncome,984594000,757516000.0,664347000.0,532367000.0,432518000.0
sellingGeneralAdministrative,1133617000,1035479000.0,916540000.0,862108000.0,859538000.0
grossProfit,4084781000,3390877000.0,2943043000.0,2667371000.0,2469194000.0
ebit,1174095000,768195000.0,656200000.0,567417000.0,399170000.0
operatingIncome,1174095000,768195000.0,656200000.0,567417000.0,399170000.0
otherOperatingExpenses,,,,,
interestExpense,,-3365000.0,-5140000.0,-11659000.0,-15607000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,137078000,49155000.0,-25288000.0,13139000.0,-68975000.0
totalRevenue,5081542000,4204193000.0,3685281000.0,3360694000.0,3121058000.0
totalOperatingExpenses,3907447000,3435998000.0,3029081000.0,2793277000.0,2721888000.0
costOfRevenue,996761000,813316000.0,742238000.0,693323000.0,651864000.0
totalOtherIncomeExpenseNet,-58581000,37319000.0,-18041000.0,-21911000.0,-35627000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,978436000,756359000.0,663447000.0,532367000.0,432518000.0
netIncomeApplicableToCommonShares,984594000,757516000.0,664347000.0,532367000.0,432518000.0
investments,-9967000,-156473000.0,-611000.0,3116000.0,9382000.0
changeToLiabilities,380185000,285458000.0,262495000.0,106437000.0,154372000.0
totalCashflowsFromInvestingActivities,-572623000,-549030000.0,-360418000.0,-235877000.0,-743525000.0
netBorrowings,-76838000,-28061000.0,-12390000.0,-331166000.0,325322000.0
totalCashFromFinancingActivities,-1116300000,-748748000.0,-140606000.0,-561892000.0,5138000.0
changeToOperatingActivities,-191094000,-337792000.0,-173243000.0,-175528000.0,-38467000.0
issuanceOfStock,237956000,210719000.0,197403000.0,156364000.0,123829000.0
changeInCash,-15319000,197213000.0,507443000.0,5526000.0,-325074000.0
repurchaseOfStock,-1274005000,-892031000.0,-324303000.0,-386328000.0,-445772000.0
effectOfExchangeRate,-65296000,2369000.0,17154000.0,2782000.0,-11086000.0
totalCashFromOperatingActivities,1738900000,1492622000.0,991313000.0,800513000.0,424399000.0
depreciation,228405000,153560000.0,158373000.0,142645000.0,126788000.0
otherCashflowsFromInvestingActivities,-1200000,-800000.0,-800000.0,-800000.0,-800000.0
changeToInventory,1320000,-48046000.0,-55024000.0,-17396000.0,-65751000.0
changeToAccountReceivables,-251390000,201706000.0,-236806000.0,-8575000.0,-95785000.0
otherCashflowsFromFinancingActivities,-3413000,-39375000.0,-1316000.0,-762000.0,1759000.0
changeToNetincome,512210000,336551000.0,244253000.0,79005000.0,-67854000.0
capitalExpenditures,-136589000,-93764000.0,-154717000.0,-198129000.0,-98976000.0
annualDilutedAverageShares,,157340000.0,155706000.0,154190000.0,
