,2022,2021,2020,2019,2018
intangibleAssets,1034700000.0,361300000.0,,279300000.0,279500000.0
capitalSurplus,862300000.0,862100000.0,,874000000.0,872000000.0
totalLiab,6047200000.0,4599000000.0,,4284800000.0,4222400000.0
totalStockholderEquity,1924400000.0,1484900000.0,,1204000000.0,955100000.0
otherCurrentLiab,405700000.0,377900000.0,,343300000.0,416200000.0
totalAssets,7971600000.0,6083900000.0,,5488800000.0,5177500000.0
commonStock,124100000.0,124100000.0,,124100000.0,124100000.0
otherCurrentAssets,206800000.0,178900000.0,,181500000.0,198800000.0
retainedEarnings,3880700000.0,3349300000.0,,2979100000.0,2864900000.0
otherLiab,567800000.0,468200000.0,,432800000.0,456800000.0
goodWill,1881500000.0,1136400000.0,,930800000.0,941800000.0
treasuryStock,-2942700000.0,-2850600000.0,,-2773200000.0,-2905900000.0
otherAssets,610800000.0,643000000.0,,580500000.0,514100000.0
cash,162700000.0,252300000.0,,253700000.0,232000000.0
totalCurrentLiabilities,2547900000.0,1926000000.0,,2253800000.0,1994000000.0
deferredLongTermAssetCharges,130200000.0,197700000.0,,225400000.0,205300000.0
otherStockholderEquity,-282900000.0,-349600000.0,,-348100000.0,-682000000.0
propertyPlantEquipment,1660700000.0,1505000000.0,,1348800000.0,1137400000.0
totalCurrentAssets,2734600000.0,2416200000.0,,2340600000.0,2298000000.0
longTermInvestments,49300000.0,22000000.0,,8800000.0,6700000.0
netTangibleAssets,-991800000.0,-12800000.0,,-6100000.0,-266200000.0
shortTermInvestments,33400000.0,32600000.0,,30200000.0,
netReceivables,1424500000.0,1235200000.0,,1212200000.0,1189700000.0
longTermDebt,2784500000.0,2065900000.0,,1475300000.0,1771600000.0
inventory,907200000.0,717200000.0,,663000000.0,651400000.0
accountsPayable,1298800000.0,1050900000.0,,1066100000.0,1030500000.0
shortLongTermDebt,,,,265000000.0,
researchDevelopment,136600000.0,112800000.0,,92600000.0,98200000.0
effectOfAccountingCharges,,,,,
incomeBeforeTax,988700000.0,733600000.0,,246900000.0,552800000.0
minorityInterest,,,,,
netIncome,740100000.0,555900000.0,,303600000.0,467400000.0
sellingGeneralAdministrative,1128400000.0,936900000.0,,994400000.0,1015200000.0
grossProfit,2312800000.0,1923300000.0,,1904100000.0,1915500000.0
ebit,1047800000.0,873600000.0,,817100000.0,802100000.0
operatingIncome,1047800000.0,873600000.0,,817100000.0,802100000.0
otherOperatingExpenses,,,,,
interestExpense,-70200000.0,-70000000.0,,-75800000.0,-58500000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,248600000.0,177700000.0,,-56700000.0,85400000.0
totalRevenue,8408300000.0,6971500000.0,,7070100000.0,7159000000.0
totalOperatingExpenses,7360500000.0,6097900000.0,,6253000000.0,6356900000.0
costOfRevenue,6095500000.0,5048200000.0,,5166000000.0,5243500000.0
totalOtherIncomeExpenseNet,-59100000.0,-140000000.0,,-570200000.0,-249300000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,740100000.0,555900000.0,,303600000.0,467400000.0
netIncomeApplicableToCommonShares,740100000.0,555900000.0,,303600000.0,467400000.0
changeToLiabilities,255200000.0,-68200000.0,,46400000.0,43600000.0
totalCashflowsFromInvestingActivities,-1737900000.0,-554200000.0,,-251000000.0,-232500000.0
netBorrowings,1037500000.0,113100000.0,,-23900000.0,409300000.0
totalCashFromFinancingActivities,604300000.0,-207700000.0,,-470300000.0,-208100000.0
changeToOperatingActivities,23400000.0,-57900000.0,,-76300000.0,-266900000.0
changeInCash,-89600000.0,-1400000.0,,21700000.0,7600000.0
repurchaseOfStock,-206300000.0,-124000000.0,,-255100000.0,-425100000.0
effectOfExchangeRate,-2800000.0,9200000.0,,-3500000.0,-9700000.0
totalCashFromOperatingActivities,1046800000.0,751300000.0,,746500000.0,457900000.0
depreciation,214000000.0,176300000.0,,158200000.0,160800000.0
otherCashflowsFromInvestingActivities,3100000.0,5600000.0,,4900000.0,18500000.0
dividendsPaid,-220600000.0,-196800000.0,,-189700000.0,-175000000.0
changeToInventory,-182700000.0,-6000000.0,,-18100000.0,-70500000.0
changeToAccountReceivables,-113200000.0,14700000.0,,-42200000.0,-62500000.0
otherCashflowsFromFinancingActivities,-6300000.0,-6300000.0,,-1600000.0,-17300000.0
changeToNetincome,87200000.0,142700000.0,,348700000.0,201300000.0
capitalExpenditures,-255000000.0,-201400000.0,,-219400000.0,-226700000.0
investments,,,,-6500000.0,-3800000.0
issuanceOfStock,,,,,900000.0
annualDilutedAverageShares,,83800000.0,84100000.0,85000000.0,88600000.0
