,2022,2021,2020,2019,2018
intangibleAssets,2409000000.0,2491000000.0,,2576000000.0,3361000000.0
capitalSurplus,1023000000.0,972000000.0,,921000000.0,895000000.0
totalLiab,13963000000.0,14360000000.0,,14250000000.0,14621000000.0
totalStockholderEquity,3720000000.0,3112000000.0,,2747000000.0,2601000000.0
minorityInterest,495000000.0,524000000.0,,567000000.0,558000000.0
otherCurrentLiab,756000000.0,758000000.0,,615000000.0,550000000.0
totalAssets,18178000000.0,17996000000.0,,17564000000.0,17780000000.0
commonStock,105000000.0,105000000.0,,105000000.0,105000000.0
otherCurrentAssets,207000000.0,222000000.0,,225000000.0,131000000.0
retainedEarnings,9028000000.0,8326000000.0,,7859000000.0,7652000000.0
otherLiab,1873000000.0,1834000000.0,,1831000000.0,1863000000.0
goodWill,5771000000.0,5799000000.0,,5861000000.0,6050000000.0
treasuryStock,-6436000000.0,-6291000000.0,,-6138000000.0,-6051000000.0
otherAssets,1705000000.0,1389000000.0,,1135000000.0,1051000000.0
cash,286000000.0,435000000.0,,397000000.0,321000000.0
totalCurrentLiabilities,5315000000.0,5238000000.0,,4778000000.0,4529000000.0
deferredLongTermAssetCharges,215000000.0,254000000.0,,231000000.0,246000000.0
shortLongTermDebt,719000000.0,636000000.0,,624000000.0,510000000.0
otherStockholderEquity,-1721000000.0,-1732000000.0,,-1448000000.0,-1500000000.0
propertyPlantEquipment,4467000000.0,4371000000.0,,4153000000.0,3731000000.0
totalCurrentAssets,3394000000.0,3482000000.0,,3431000000.0,3157000000.0
longTermInvestments,432000000.0,464000000.0,,408000000.0,430000000.0
netTangibleAssets,-4460000000.0,-5178000000.0,,-5690000000.0,-6810000000.0
netReceivables,1489000000.0,1537000000.0,,1576000000.0,1375000000.0
longTermDebt,6273000000.0,6768000000.0,,7208000000.0,8229000000.0
inventory,1398000000.0,1284000000.0,,1226000000.0,1330000000.0
accountsPayable,2573000000.0,2471000000.0,,2387000000.0,2427000000.0
researchDevelopment,,,,,
effectOfAccountingCharges,,,,,
incomeBeforeTax,1969000000.0,1587000000.0,,1298000000.0,1525000000.0
netIncome,1488000000.0,1251000000.0,,960000000.0,1336000000.0
sellingGeneralAdministrative,2575000000.0,2885000000.0,,2827000000.0,3022000000.0
grossProfit,4597000000.0,4740000000.0,,4433000000.0,4825000000.0
ebit,2022000000.0,1855000000.0,,1606000000.0,1803000000.0
operatingIncome,2022000000.0,1855000000.0,,1606000000.0,1803000000.0
otherOperatingExpenses,,,,,
interestExpense,-223000000.0,-281000000.0,,-284000000.0,-287000000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,474000000.0,323000000.0,,321000000.0,181000000.0
totalRevenue,14181000000.0,13770000000.0,,13578000000.0,13547000000.0
totalOperatingExpenses,12159000000.0,11915000000.0,,11972000000.0,11744000000.0
costOfRevenue,9584000000.0,9030000000.0,,9145000000.0,8722000000.0
totalOtherIncomeExpenseNet,-53000000.0,-268000000.0,,-308000000.0,-278000000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,1495000000.0,1264000000.0,,977000000.0,1344000000.0
netIncomeApplicableToCommonShares,1488000000.0,1251000000.0,,960000000.0,1336000000.0
investments,1000000.0,-62000000.0,,65000000.0,-397000000.0
changeToLiabilities,194000000.0,-9000000.0,,-9000000.0,115000000.0
totalCashflowsFromInvestingActivities,-528000000.0,-585000000.0,,774000000.0,-948000000.0
netBorrowings,-306000000.0,-678000000.0,,-954000000.0,360000000.0
totalCashFromFinancingActivities,-1306000000.0,-1388000000.0,,-1905000000.0,-566000000.0
changeToOperatingActivities,-48000000.0,216000000.0,,40000000.0,-154000000.0
issuanceOfStock,63000000.0,112000000.0,,64000000.0,167000000.0
changeInCash,-149000000.0,38000000.0,,76000000.0,40000000.0
repurchaseOfStock,-240000000.0,-240000000.0,,-220000000.0,-320000000.0
effectOfExchangeRate,-16000000.0,25000000.0,,31000000.0,18000000.0
totalCashFromOperatingActivities,1701000000.0,1986000000.0,,1176000000.0,1536000000.0
depreciation,467000000.0,479000000.0,,484000000.0,516000000.0
otherCashflowsFromInvestingActivities,24000000.0,-11000000.0,,-37000000.0,55000000.0
dividendsPaid,-788000000.0,-782000000.0,,-769000000.0,-762000000.0
changeToInventory,-135000000.0,-54000000.0,,2000000.0,-86000000.0
changeToAccountReceivables,-9000000.0,75000000.0,,-145000000.0,76000000.0
otherCashflowsFromFinancingActivities,-35000000.0,-40000000.0,,-26000000.0,-11000000.0
changeToNetincome,-256000000.0,28000000.0,,-156000000.0,-267000000.0
capitalExpenditures,-553000000.0,-505000000.0,,-586000000.0,-578000000.0
annualDilutedAverageShares,,343000000.0,345000000.0,343000000.0,348000000.0
