,2022,2021,2020,2019,2018
intangibleAssets,14837000000,17115000000.0,19173000000.0,23215000000.0,6812000000.0
totalLiab,95253000000,101385000000.0,104037000000.0,91132000000.0,44643000000.0
totalStockholderEquity,95008000000,88553000000.0,83583000000.0,88877000000.0,48773000000.0
minorityInterest,13370000000,13671000000.0,13929000000.0,13975000000.0,5182000000.0
otherCurrentLiab,6351000000,5372000000.0,4809000000.0,5677000000.0,5378000000.0
totalAssets,203631000000,203609000000.0,201549000000.0,193984000000.0,98598000000.0
commonStock,56398000000,55471000000.0,54497000000.0,53907000000.0,36779000000.0
otherCurrentAssets,1199000000,817000000.0,875000000.0,979000000.0,635000000.0
retainedEarnings,43636000000,40429000000.0,38315000000.0,42494000000.0,82679000000.0
otherLiab,17642000000,18539000000.0,21581000000.0,21530000000.0,9699000000.0
goodWill,77897000000,78071000000.0,77689000000.0,80293000000.0,31269000000.0
treasuryStock,-5026000000,-7347000000.0,-9229000000.0,-7524000000.0,-70685000000.0
otherAssets,40716000000,33976000000.0,29407000000.0,27525000000.0,11253000000.0
cash,11615000000,15959000000.0,17914000000.0,5418000000.0,4150000000.0
totalCurrentLiabilities,29073000000,31077000000.0,26628000000.0,31341000000.0,17860000000.0
shortLongTermDebt,1408000000,3874000000.0,3688000000.0,3515000000.0,2785000000.0
otherStockholderEquity,-4119000000,-6440000000.0,-8322000000.0,-6617000000.0,-3097000000.0
propertyPlantEquipment,37865000000,36855000000.0,36126000000.0,31603000000.0,29540000000.0
totalCurrentAssets,29098000000,33657000000.0,35251000000.0,28124000000.0,16825000000.0
longTermInvestments,3218000000,3935000000.0,3903000000.0,3224000000.0,2899000000.0
netTangibleAssets,2274000000,-6633000000.0,-13279000000.0,-14631000000.0,10692000000.0
netReceivables,12652000000,13367000000.0,12708000000.0,15481000000.0,9334000000.0
longTermDebt,45299000000,48540000000.0,52917000000.0,38129000000.0,17084000000.0
inventory,3632000000,3514000000.0,3754000000.0,6246000000.0,2706000000.0
accountsPayable,15554000000,15679000000.0,12399000000.0,13778000000.0,6503000000.0
researchDevelopment,,,,,
effectOfAccountingCharges,,,,,
incomeBeforeTax,5285000000,2561000000.0,-1743000000.0,13923000000.0,14729000000.0
netIncome,3145000000,1995000000.0,-2864000000.0,11054000000.0,12598000000.0
sellingGeneralAdministrative,16326000000,13684000000.0,12382000000.0,11349000000.0,8860000000.0
grossProfit,28321000000,22287000000.0,21508000000.0,27546000000.0,26708000000.0
ebit,6832000000,3492000000.0,3781000000.0,12030000000.0,14837000000.0
operatingIncome,6832000000,3492000000.0,3781000000.0,12030000000.0,14837000000.0
otherOperatingExpenses,,,,,
interestExpense,-1549000000,-1546000000.0,-1647000000.0,-1246000000.0,-682000000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,1732000000,25000000.0,699000000.0,3026000000.0,1663000000.0
totalRevenue,82722000000,67418000000.0,65388000000.0,69607000000.0,59434000000.0
totalOperatingExpenses,75890000000,63926000000.0,61607000000.0,57577000000.0,44597000000.0
costOfRevenue,54401000000,45131000000.0,43880000000.0,42061000000.0,32726000000.0
totalOtherIncomeExpenseNet,-1547000000,-931000000.0,-5524000000.0,1893000000.0,-108000000.0
discontinuedOperations,-48000000,-29000000.0,-32000000.0,629000000.0,629000000.0
netIncomeFromContinuingOps,3553000000,2536000000.0,-2442000000.0,10897000000.0,13066000000.0
netIncomeApplicableToCommonShares,3145000000,1995000000.0,-2864000000.0,11054000000.0,12598000000.0
changeToLiabilities,964000000.0,2410000000.0,-2293000000.0,191000000.0,235000000.0
totalCashflowsFromInvestingActivities,-5008000000.0,-3163000000.0,-3637000000.0,-4118000000.0,-5336000000.0
netBorrowings,-4017000000.0,-3699000000.0,11233000000.0,3677000000.0,-2583000000.0
totalCashFromFinancingActivities,-4741000000.0,-4385000000.0,8480000000.0,-1090000000.0,-8843000000.0
changeToOperatingActivities,-707000000.0,171000000.0,-157000000.0,932000000.0,-927000000.0
issuanceOfStock,127000000.0,435000000.0,305000000.0,318000000.0,210000000.0
changeInCash,-4342000000.0,-1951000000.0,12499000000.0,1300000000.0,91000000.0
effectOfExchangeRate,-603000000.0,30000000.0,38000000.0,-98000000.0,-25000000.0
totalCashFromOperatingActivities,6010000000.0,5567000000.0,7618000000.0,6606000000.0,14295000000.0
depreciation,5163000000.0,5111000000.0,5345000000.0,4167000000.0,3011000000.0
otherCashflowsFromInvestingActivities,-65000000.0,415000000.0,385000000.0,10659000000.0,710000000.0
changeToInventory,-420000000.0,252000000.0,14000000.0,-223000000.0,-17000000.0
changeToAccountReceivables,605000000.0,-357000000.0,1943000000.0,55000000.0,-720000000.0
otherCashflowsFromFinancingActivities,-851000000.0,-1121000000.0,-1471000000.0,-2190000000.0,-378000000.0
changeToNetincome,-2786000000.0,-3733000000.0,5782000000.0,-2971000000.0,-477000000.0
capitalExpenditures,-4943000000.0,-3578000000.0,-4022000000.0,-4876000000.0,-4465000000.0
dividendsPaid,,,-1587000000.0,-2895000000.0,-2515000000.0
repurchaseOfStock,,,,,-3577000000.0
annualDilutedAverageShares,,1828000000.0,1808000000.0,1666000000.0,
