,2022,2021,2020,2019,2018
intangibleAssets,233265000.0,210590000.0,,172375000.0,225457000.0
totalLiab,1645624000.0,1457767000.0,,1254331000.0,1180253000.0
totalStockholderEquity,2740675000.0,2493018000.0,,2102894000.0,1288401000.0
deferredLongTermLiab,43900000.0,36700000.0,,31600000.0,31200000.0
otherCurrentLiab,553942000.0,446857000.0,,355483000.0,352456000.0
totalAssets,4386299000.0,3950785000.0,,3357225000.0,2468654000.0
commonStock,2467701000.0,2217939000.0,,2046237000.0,1936124000.0
otherCurrentAssets,85320000.0,55366000.0,,,
retainedEarnings,3046288000.0,2350333000.0,,1761688000.0,772709000.0
otherLiab,219690000.0,200250000.0,,151139000.0,125980000.0
goodWill,928358000.0,782087000.0,,661856000.0,662272000.0
treasuryStock,-2773314000.0,-2075254000.0,,-1705031000.0,-1420432000.0
otherAssets,945371000.0,902816000.0,,839241000.0,258469000.0
cash,1088940000.0,928432000.0,,705210000.0,533298000.0
totalCurrentLiabilities,971225000.0,796808000.0,,672391000.0,708982000.0
deferredLongTermAssetCharges,763770000.0,732290000.0,,732367000.0,154894000.0
otherStockholderEquity,-33311000.0,-17425000.0,,-36926000.0,-24780000.0
propertyPlantEquipment,436035000.0,444479000.0,,376198000.0,252630000.0
totalCurrentAssets,1715769000.0,1478587000.0,,1169343000.0,951092000.0
longTermInvestments,127501000.0,132226000.0,,138212000.0,118734000.0
netTangibleAssets,1579052000.0,1500341000.0,,1268663000.0,400672000.0
shortTermInvestments,5956000.0,4452000.0,,4600000.0,3887000.0
netReceivables,344407000.0,348196000.0,,314755000.0,307137000.0
longTermDebt,347588000.0,346793000.0,,346019000.0,345291000.0
inventory,115721000.0,75956000.0,,55802000.0,28162000.0
researchDevelopment,1134277000.0,1033732000.0,,935938000.0,884816000.0
effectOfAccountingCharges,,,,,
incomeBeforeTax,768435000.0,632748000.0,,478968000.0,376390000.0
minorityInterest,,,,,
netIncome,695955000.0,590644000.0,,988979000.0,345777000.0
sellingGeneralAdministrative,749280000.0,670885000.0,,621479000.0,573075000.0
grossProfit,2681238000.0,2377393000.0,,2069962000.0,1879275000.0
ebit,778041000.0,654767000.0,,500417000.0,407298000.0
operatingIncome,778041000.0,654767000.0,,500417000.0,407298000.0
otherOperatingExpenses,,,,,
interestExpense,-16980000.0,-20749000.0,,-18829000.0,-23139000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,72480000.0,42104000.0,,-510011000.0,30613000.0
totalRevenue,2988244000.0,2682891000.0,,2336319000.0,2138022000.0
totalOperatingExpenses,2210203000.0,2028124000.0,,1835902000.0,1730724000.0
costOfRevenue,307006000.0,305498000.0,,266357000.0,258747000.0
totalOtherIncomeExpenseNet,-9606000.0,-22019000.0,,-21449000.0,-30908000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,695955000.0,590644000.0,,988979000.0,345777000.0
netIncomeApplicableToCommonShares,695955000.0,590644000.0,,988979000.0,345777000.0
investments,128000.0,217000.0,,-30765000.0,-112342000.0
changeToLiabilities,168087000.0,128567000.0,,61413000.0,102249000.0
totalCashflowsFromInvestingActivities,-292954000.0,-292158000.0,,-105708000.0,-173845000.0
totalCashFromFinancingActivities,-643792000.0,-415289000.0,,-443886000.0,-567939000.0
changeToOperatingActivities,-25276000.0,-92365000.0,,-17361000.0,-37877000.0
issuanceOfStock,87772000.0,74803000.0,,52842000.0,40908000.0
changeInCash,160508000.0,223222000.0,,171912000.0,-154789000.0
repurchaseOfStock,-730279000.0,-490092000.0,,-396728000.0,-319980000.0
effectOfExchangeRate,-3704000.0,25747000.0,,-8094000.0,-17756000.0
totalCashFromOperatingActivities,1100958000.0,904922000.0,,729600000.0,604751000.0
depreciation,142308000.0,150136000.0,,123351000.0,118721000.0
changeToInventory,-39027000.0,-25685000.0,,-33024000.0,752000.0
changeToAccountReceivables,2014000.0,-25934000.0,,-4718000.0,-87083000.0
otherCashflowsFromFinancingActivities,-1285000.0,-1285000.0,,-1285000.0,-1285000.0
changeToNetincome,155678000.0,178506000.0,,-390041000.0,161016000.0
capitalExpenditures,-65298000.0,-94813000.0,,-74605000.0,-61503000.0
netBorrowings,,,,-100000000.0,-288867000.0
annualDilutedAverageShares,,278858000.0,279641000.0,280515000.0,281144000.0
