,2022,2021,2020,2019,2018
intangibleAssets,1280600000.0,1659200000.0,1307500000.0,1459800000.0,2398600000.0
capitalSurplus,6042600000.0,5965800000.0,5904800000.0,5769800000.0,5671300000.0
totalLiab,4195000000.0,4701300000.0,4488500000.0,4326400000.0,4802100000.0
totalStockholderEquity,4876200000.0,4218600000.0,2705200000.0,2115700000.0,2428800000.0
otherCurrentLiab,242700000.0,285800000.0,311400000.0,235600000.0,230100000.0
totalAssets,9071200000.0,8919900000.0,7195800000.0,6442100000.0,7230900000.0
commonStock,3000000.0,3000000.0,2900000.0,2900000.0,2900000.0
otherCurrentAssets,75400000.0,27400000.0,50000000.0,37800000.0,34900000.0
retainedEarnings,1600300000.0,298300000.0,-1573200000.0,-2688700000.0,-2494000000.0
otherLiab,377100000.0,565800000.0,429300000.0,419800000.0,638500000.0
goodWill,3236500000.0,3281600000.0,2657900000.0,2563700000.0,2533200000.0
treasuryStock,-2769700000.0,-2048500000.0,-1629300000.0,-968300000.0,-751400000.0
otherAssets,129100000.0,152600000.0,424500000.0,95800000.0,87200000.0
cash,2339500000.0,1170300000.0,701000000.0,601800000.0,666700000.0
totalCurrentLiabilities,937700000.0,1326800000.0,1239300000.0,1070100000.0,1402600000.0
deferredLongTermAssetCharges,16200000.0,21900000.0,15500000.0,17200000.0,12900000.0
shortLongTermDebt,15000000.0,324100000.0,324900000.0,271400000.0,599700000.0
otherStockholderEquity,-238200000.0,-59100000.0,-49700000.0,-42300000.0,-25500000.0
propertyPlantEquipment,550500000.0,648300000.0,572200000.0,470900000.0,478200000.0
totalCurrentAssets,3862000000.0,3168700000.0,2222300000.0,1793100000.0,1723200000.0
longTermInvestments,12500000.0,9500000.0,11400000.0,58800000.0,10500000.0
netTangibleAssets,359100000.0,-722200000.0,-1260200000.0,-1907800000.0,-2503000000.0
netReceivables,617600000.0,1347600000.0,1028900000.0,648700000.0,579200000.0
longTermDebt,2808400000.0,2719800000.0,2736900000.0,2783600000.0,2704600000.0
inventory,623700000.0,501200000.0,395100000.0,444900000.0,384100000.0
accountsPayable,197700000.0,215900000.0,178800000.0,186500000.0,192200000.0
minorityInterest,,,2100000.0,,
researchDevelopment,283400000,276300000.0,222500000.0,232200000.0,218700000.0
effectOfAccountingCharges,,,,,
incomeBeforeTax,1588200000,2361100000.0,1001900000.0,-257700000.0,-418600000.0
netIncome,1302000000,1871500000.0,1115200000.0,-203600000.0,-111300000.0
sellingGeneralAdministrative,1038000000,994400000.0,840300000.0,897200000.0,914700000.0
grossProfit,3310500000,4072500000.0,2506500000.0,2068100000.0,2016100000.0
ebit,1648200000,2482900000.0,1150800000.0,568200000.0,508000000.0
operatingIncome,1648200000,2482900000.0,1150800000.0,568200000.0,508000000.0
otherOperatingExpenses,,22700000.0,22700000.0,22700000.0,-4000000.0
interestExpense,-95100000,-93600000.0,-116500000.0,-140800000.0,-148700000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,286200000,491400000.0,-108600000.0,-54100000.0,-307300000.0
totalRevenue,4862800000,5632300000.0,3776400000.0,3367300000.0,3217900000.0
totalOperatingExpenses,3214600000,3149400000.0,2625600000.0,2799100000.0,2709900000.0
costOfRevenue,1552300000,1559800000.0,1269900000.0,1299200000.0,1201800000.0
totalOtherIncomeExpenseNet,-60000000,-121800000.0,-148900000.0,-825900000.0,-926600000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,1302000000,1869700000.0,1110500000.0,-203600000.0,-111300000.0
netIncomeApplicableToCommonShares,1302000000,1871500000.0,1115200000.0,-203600000.0,-111300000.0
changeToLiabilities,-26700000.0,34400000.0,10100000.0,8900000.0,22400000.0
totalCashflowsFromInvestingActivities,-206300000.0,-1329600000.0,-141600000.0,-280700000.0,-195200000.0
netBorrowings,-212300000.0,-113400000.0,-31500000.0,-260400000.0,-118300000.0
totalCashFromFinancingActivities,-756000000.0,-529800000.0,-659900000.0,-431500000.0,-404800000.0
changeToOperatingActivities,368500000.0,-61200000.0,-190200000.0,-22500000.0,49600000.0
issuanceOfStock,33500000.0,51300000.0,65600000.0,49800000.0,33200000.0
changeInCash,1169200000.0,469300000.0,99200000.0,-64900000.0,126100000.0
repurchaseOfStock,-565000000.0,-457300000.0,-667900000.0,-212900000.0,-292500000.0
effectOfExchangeRate,5800000.0,-1700000.0,4100000.0,-2200000.0,-6800000.0
totalCashFromOperatingActivities,2125700000.0,2330400000.0,896600000.0,649500000.0,732900000.0
depreciation,430100000.0,406900000.0,376000000.0,463100000.0,480300000.0
otherCashflowsFromInvestingActivities,79500000.0,19300000.0,-5100000.0,-38300000.0,-7100000.0
changeToInventory,-136600000.0,-84100000.0,-25300000.0,-63000000.0,-50600000.0
changeToAccountReceivables,272300000.0,110900000.0,-427100000.0,-76500000.0,-38200000.0
otherCashflowsFromFinancingActivities,-12200000.0,-10400000.0,-26100000.0,-8000000.0,-27200000.0
changeToNetincome,-60600000.0,39000000.0,41700000.0,546300000.0,390100000.0
capitalExpenditures,-127200000.0,-177700000.0,-156400000.0,-109100000.0,-105600000.0
investments,,,,-18200000.0,-6000000.0
annualDilutedAverageShares,,259706000.0,264613000.0,269413000.0,
