,2022,2021,2020,2019,2018
intangibleAssets,1803027000.0,1822273000.0,1076285000.0,1033862000.0,1207219000.0
capitalSurplus,,360336000.0,289554000.0,184921000.0,106528000.0
totalLiab,5766700000.0,5717968000.0,3477956000.0,2183469000.0,2537474000.0
totalStockholderEquity,7540219000.0,6972883000.0,6425548000.0,5921458000.0,5600811000.0
minorityInterest,,5478000.0,4778000.0,4077000.0,4007000.0
otherCurrentLiab,32925000.0,23520000.0,22480000.0,6208000.0,2490000.0
totalAssets,13306919000.0,12696329000.0,9908282000.0,8109004000.0,8142292000.0
commonStock,7795780000.0,7946000.0,7909000.0,7830000.0,7825000.0
otherCurrentAssets,-1000.0,14943000.0,12437000.0,14457000.0,6662000.0
retainedEarnings,,6881870000.0,6523335000.0,6128207000.0,5729956000.0
otherLiab,1002885000.0,930388000.0,885929000.0,828420000.0,773720000.0
goodWill,4925829000.0,4929102000.0,2612727000.0,2481645000.0,2714116000.0
treasuryStock,-255561000.0,-277269000.0,-395250000.0,-399500000.0,-243498000.0
otherAssets,528734000.0,516710000.0,380494000.0,313816000.0,385104000.0
cash,982107000.0,613530000.0,1714309000.0,672901000.0,459136000.0
totalCurrentLiabilities,1473266000.0,1415654000.0,1503965000.0,1105049000.0,1138914000.0
shortLongTermDebt,8796000.0,394000.0,250383000.0,,
otherStockholderEquity,-255561000.0,-277269000.0,-395250000.0,-399500000.0,-243498000.0
propertyPlantEquipment,2141146000.0,2181409000.0,1951341000.0,1629111000.0,1512600000.0
totalCurrentAssets,3637125000.0,2947816000.0,3579063000.0,2361413000.0,2050100000.0
longTermInvestments,271058000.0,299019000.0,308372000.0,289157000.0,273153000.0
netTangibleAssets,811363000.0,221508000.0,2736536000.0,2405951000.0,1679476000.0
shortTermInvestments,16149000.0,21162000.0,17338000.0,14736000.0,
netReceivables,874770000.0,904012000.0,743868000.0,594320000.0,604433000.0
longTermDebt,3290549000.0,3270510000.0,992214000.0,250000000.0,624840000.0
inventory,1716059000.0,1369198000.0,1072762000.0,1042362000.0,963527000.0
accountsPayable,816604000.0,793310000.0,644609000.0,590033000.0,618830000.0
researchDevelopment,,33600000.0,31900000.0,32500000.0,33800000.0
effectOfAccountingCharges,,,,,
incomeBeforeTax,1278103000,1126169000.0,1114747000.0,1209715000.0,1181284000.0
netIncome,999987000,908839000.0,908082000.0,978806000.0,1012140000.0
sellingGeneralAdministrative,879265000,789168000.0,729415000.0,711584000.0,807405000.0
grossProfit,2164686000,1961806000.0,1905964000.0,1884648000.0,1979473000.0
ebit,1285421000,1139038000.0,1144649000.0,1140564000.0,1138268000.0
operatingIncome,1285421000,1139038000.0,1144649000.0,1140564000.0,1138268000.0
otherOperatingExpenses,,,,,
interestExpense,-62515000,-43307000.0,-21069000.0,-18070000.0,-26494000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,277877000,217029000.0,206393000.0,230567000.0,168702000.0
totalRevenue,12458806000,11386189000.0,9608462000.0,9497317000.0,9545700000.0
totalOperatingExpenses,11173385000,10247151000.0,8463813000.0,8356753000.0,8407432000.0
costOfRevenue,10294120000,9424383000.0,7702498000.0,7612669000.0,7566227000.0
totalOtherIncomeExpenseNet,-7318000,-12869000.0,-29902000.0,69151000.0,43016000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,1000226000,909140000.0,908354000.0,979148000.0,1012582000.0
netIncomeApplicableToCommonShares,999987000,908839000.0,908082000.0,978806000.0,1012140000.0
investments,2493000.0,-4707000.0,-23713000.0,-20975000.0,-7546000.0
changeToLiabilities,0.0,115099000.0,111277000.0,-44109000.0,48376000.0
totalCashflowsFromInvestingActivities,-258037000.0,-3625839000.0,-656316000.0,220153000.0,-1235368000.0
netBorrowings,-8673000.0,2017675000.0,984013000.0,-374840000.0,374840000.0
totalCashFromFinancingActivities,-486684000.0,1520520000.0,566172000.0,-926244000.0,11638000.0
changeToOperatingActivities,-371792000.0,19107000.0,-4649000.0,-20521000.0,-17987000.0
issuanceOfStock,,45919000.0,81818000.0,59895000.0,71803000.0
changeInCash,368577000.0,-1100778000.0,1041407000.0,213765000.0,15014000.0
repurchaseOfStock,,-19958000.0,-12360000.0,-174246000.0,-46898000.0
effectOfExchangeRate,-21679000.0,2606000.0,3526000.0,-3140000.0,-2985000.0
totalCashFromOperatingActivities,1134977000.0,1001934000.0,1128024000.0,922996000.0,1241729000.0
depreciation,262753000.0,228406000.0,205781000.0,165209000.0,161858000.0
otherCashflowsFromInvestingActivities,17164000.0,5314000.0,3771000.0,17758000.0,9704000.0
dividendsPaid,-557839000.0,-523114000.0,-487376000.0,-437053000.0,-388107000.0
changeToInventory,,-145176000.0,-1839000.0,-123843000.0,-8293000.0
changeToAccountReceivables,,-191627000.0,-119516000.0,-11146000.0,36133000.0
otherCashflowsFromFinancingActivities,79828000.0,-2000.0,77000.0,77000.0,71803000.0
changeToNetincome,244029000.0,30475000.0,43174000.0,-5471000.0,-8849000.0
capitalExpenditures,-277694000.0,-232416000.0,-367501000.0,-293838000.0,-389607000.0
annualDilutedAverageShares,,547580000.0,546592000.0,545232000.0,
