,2022,2021,2020,2019,2018
intangibleAssets,2750000000.0,2791000000.0,2610000000.0,2744000000.0,1788404000.0
capitalSurplus,2113000000.0,1830000000.0,1581000000.0,1379000000.0,1208742000.0
totalLiab,21873000000.0,22225000000.0,22363000000.0,19139000000.0,14005938000.0
totalStockholderEquity,-3773000000.0,-2916000000.0,-3972000000.0,-2894000000.0,-1808471000.0
minorityInterest,7000000.0,6000000.0,4000000.0,10000000.0,
otherCurrentLiab,340000000.0,318000000.0,329000000.0,363000000.0,66106000.0
totalAssets,18107000000.0,19315000000.0,18395000000.0,16255000000.0,12197467000.0
commonStock,1000000.0,1000000.0,1000000.0,1000000.0,569000.0
retainedEarnings,-3914000000.0,-3705000000.0,-4359000000.0,-3120000000.0,-2246578000.0
otherLiab,1007000000.0,931000000.0,948000000.0,930000000.0,603468000.0
goodWill,8641000000.0,8568000000.0,7889000000.0,7820000000.0,6223290000.0
treasuryStock,-1973000000.0,-1042000000.0,-1195000000.0,-1154000000.0,-771204000.0
otherAssets,107000000.0,62000000.0,81000000.0,68000000.0,42867000.0
cash,3001000000.0,4787000000.0,4717000000.0,1467000000.0,2073017000.0
totalCurrentLiabilities,1426000000.0,1663000000.0,1616000000.0,1538000000.0,900382000.0
shortLongTermDebt,74000000.0,375000000.0,330000000.0,93000000.0,76345000.0
otherStockholderEquity,-267000000.0,-248000000.0,-401000000.0,-379000000.0,4100000.0
propertyPlantEquipment,892000000.0,864000000.0,855000000.0,757000000.0,388333000.0
totalCurrentAssets,5649000000.0,7030000000.0,6960000000.0,4865000000.0,3657287000.0
longTermInvestments,68000000.0,8000000.0,,1000000.0,97286000.0
netTangibleAssets,-15164000000.0,-14275000000.0,-14471000000.0,-13458000000.0,-9820165000.0
netReceivables,1086000000.0,861000000.0,756000000.0,1112000000.0,714366000.0
longTermDebt,19225000000.0,19454000000.0,19657000000.0,16621000000.0,12502088000.0
inventory,1332000000.0,1185000000.0,1283000000.0,1233000000.0,805292000.0
accountsPayable,279000000.0,227000000.0,218000000.0,276000000.0,173603000.0
deferredLongTermAssetCharges,,,17000000.0,,
otherCurrentAssets,,,,962000000.0,
researchDevelopment,,,,,
effectOfAccountingCharges,,,,,
incomeBeforeTax,1127000000,715000000.0,740000000.0,1063000000.0,986000000.0
netIncome,866000000,680000000.0,699000000.0,890000000.0,957000000.0
sellingGeneralAdministrative,755000000,635000000.0,715000000.0,744000000.0,450000000.0
grossProfit,3106000000,2552000000.0,2647000000.0,2809000000.0,2184000000.0
ebit,2215000000,1780000000.0,1763000000.0,1930000000.0,1662000000.0
operatingIncome,2215000000,1780000000.0,1763000000.0,1930000000.0,1662000000.0
otherOperatingExpenses,,,,,
interestExpense,-1076000000,-1059000000.0,-1029000000.0,-859000000.0,-663000000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,261000000,34000000.0,87000000.0,222000000.0,24000000.0
totalRevenue,5429000000,4798000000.0,5103000000.0,5223000000.0,3811000000.0
totalOperatingExpenses,3214000000,3018000000.0,3340000000.0,3293000000.0,2149000000.0
costOfRevenue,2323000000,2246000000.0,2456000000.0,2414000000.0,1627000000.0
totalOtherIncomeExpenseNet,-1088000000,-1065000000.0,-1023000000.0,-867000000.0,-676000000.0
discontinuedOperations,1000000,1000000.0,47000000.0,51000000.0,-5000000.0
netIncomeFromContinuingOps,866000000,681000000.0,653000000.0,841000000.0,962000000.0
netIncomeApplicableToCommonShares,780000000,607000000.0,514000000.0,779000000.0,901000000.0
changeToLiabilities,58000000.0,3000000.0,-62000000.0,-1000000.0,18000000.0
totalCashflowsFromInvestingActivities,-553000000.0,-785000000.0,799000000.0,-3889000000.0,-684000000.0
netBorrowings,-275000000.0,-125000000.0,3072000000.0,3902000000.0,1095000000.0
totalCashFromFinancingActivities,-2148000000.0,-70000000.0,1230000000.0,2271000000.0,1086000000.0
changeToOperatingActivities,-52000000.0,-65000000.0,29000000.0,-88000000.0,7000000.0
issuanceOfStock,132000000.0,128000000.0,116000000.0,82000000.0,58000000.0
changeInCash,-1786000000.0,70000000.0,3250000000.0,-606000000.0,1422000000.0
effectOfExchangeRate,-33000000.0,12000000.0,8000000.0,-3000000.0,-2000000.0
totalCashFromOperatingActivities,948000000.0,913000000.0,1213000000.0,1015000000.0,1022000000.0
depreciation,253000000.0,253000000.0,283000000.0,226000000.0,129000000.0
otherCashflowsFromInvestingActivities,,24000000.0,24000000.0,24000000.0,57000000.0
changeToInventory,-134000000.0,79000000.0,-62000000.0,-36000000.0,-18000000.0
changeToAccountReceivables,-190000000.0,-78000000.0,352000000.0,-82000000.0,-44000000.0
otherCashflowsFromFinancingActivities,-88000000.0,-73000000.0,-196000000.0,-112000000.0,-67000000.0
changeToNetincome,55000000.0,70000000.0,85000000.0,81000000.0,-85000000.0
capitalExpenditures,-119000000.0,-105000000.0,-105000000.0,-102000000.0,-73000000.0
repurchaseOfStock,-912000000.0,-912000000.0,-19000000.0,-19000000.0,-19000000.0
annualDilutedAverageShares,,11680000.0,11460000.0,11253000.0,
