,2022,2021,2020,2019,2018
intangibleAssets,1394052000.0,1565758000.0,658340000.0,665076000.0,572952000.0
capitalSurplus,2682009000.0,2590012000.0,2598446000.0,2559450000.0,2708839000.0
totalLiab,7923505000.0,8000050000.0,6498686000.0,5694053000.0,6701441000.0
totalStockholderEquity,6060056000.0,5940041000.0,5815712000.0,5714691000.0,5854345000.0
minorityInterest,676858000.0,692518000.0,39955000.0,53967000.0,90009000.0
otherCurrentLiab,671997000.0,570005000.0,491172000.0,688342000.0,1279693000.0
totalAssets,14660419000.0,14632609000.0,12354353000.0,11462711000.0,12645795000.0
commonStock,127393000.0,128893000.0,129748000.0,132879000.0,142218000.0
otherCurrentAssets,13700000.0,12300000.0,,,1236684000.0
retainedEarnings,4225784000.0,4015578000.0,4020575000.0,3939174000.0,3809991000.0
otherLiab,707957000.0,1180835000.0,1113446000.0,1419102000.0,1411581000.0
goodWill,7184658000.0,7197000000.0,5639091000.0,5432544000.0,4795856000.0
treasuryStock,-975130000.0,-794442000.0,-933057000.0,-916812000.0,-806703000.0
otherAssets,351326000.0,443242000.0,459737000.0,945180000.0,2312492000.0
cash,1140479000.0,1014249000.0,862424000.0,631068000.0,634870000.0
totalCurrentLiabilities,3250845000.0,3209924000.0,2941597000.0,3073706000.0,3145693000.0
deferredLongTermAssetCharges,31480000.0,103193000.0,211047000.0,514633000.0,319405000.0
shortLongTermDebt,50415000.0,53456000.0,,,
otherStockholderEquity,-975130000.0,-794442000.0,-933057000.0,-916812000.0,-806703000.0
propertyPlantEquipment,823589000.0,1003214000.0,896286000.0,308143000.0,257859000.0
totalCurrentAssets,4721994000.0,4291895000.0,4539599000.0,4111768000.0,4556584000.0
longTermInvestments,184800000.0,131500000.0,161300000.0,,150052000.0
netTangibleAssets,-2518654000.0,-2822717000.0,-481719000.0,-382929000.0,485537000.0
netReceivables,3405381000.0,3101418000.0,3167310000.0,2840209000.0,2513934000.0
longTermDebt,3357256000.0,2850933000.0,1708441000.0,1201245000.0,2144167000.0
accountsPayable,966792000.0,908441000.0,1061754000.0,1072645000.0,776189000.0
shortTermInvestments,,,347510000.0,451133000.0,
researchDevelopment,,,,,
effectOfAccountingCharges,,,,,
incomeBeforeTax,876347000,695602000.0,441203000.0,350959000.0,330981000.0
netIncome,644039000,477030000.0,491845000.0,847979000.0,163431000.0
sellingGeneralAdministrative,2306619000,2035066000.0,2004584000.0,1758922000.0,1523567000.0
grossProfit,3328324000,3133166000.0,2586668000.0,2520793000.0,2162437000.0
ebit,1021705000,1098100000.0,582084000.0,761871000.0,638870000.0
operatingIncome,1021705000,1098100000.0,582084000.0,761871000.0,638870000.0
otherOperatingExpenses,,,,,
interestExpense,-100246000,-72714000.0,-62206000.0,-83867000.0,-76760000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,160903000,274781000.0,55320000.0,36954000.0,325632000.0
totalRevenue,14922825000,14092632000.0,13566975000.0,12737868000.0,10579773000.0
totalOperatingExpenses,13901120000,12994532000.0,12984891000.0,11975997000.0,9940903000.0
costOfRevenue,11594501000,10959466000.0,10980307000.0,10217075000.0,8417336000.0
totalOtherIncomeExpenseNet,-145358000,-402498000.0,-140881000.0,-410912000.0,-307889000.0
discontinuedOperations,-32000,10008000.0,137984000.0,557019000.0,167616000.0
netIncomeFromContinuingOps,715444000,420821000.0,385883000.0,314005000.0,5349000.0
netIncomeApplicableToCommonShares,644039000,419723000.0,491745000.0,846769000.0,162623000.0
investments,16887000,416299000.0,-12278000.0,55947000.0,-5416000.0
changeToLiabilities,87402000,-165502000.0,-92838000.0,295146000.0,183057000.0
totalCashflowsFromInvestingActivities,-538419000,-1380743000.0,-429092000.0,2152349000.0,-1577607000.0
netBorrowings,718975000,1220440000.0,265264000.0,-1043342000.0,1209494000.0
totalCashFromFinancingActivities,320234000,798983000.0,-208315000.0,-1969012000.0,1142420000.0
changeToOperatingActivities,-511877000,-193323000.0,-8841000.0,-419822000.0,-136160000.0
issuanceOfStock,51034000,38077000.0,37235000.0,64958000.0,53584000.0
changeInCash,127632000,164151000.0,231356000.0,-162290000.0,19207000.0
repurchaseOfStock,-310513000,-300815000.0,-365045000.0,-880317000.0,-34089000.0
effectOfExchangeRate,-128892000,19635000.0,61914000.0,20809000.0,-26758000.0
totalCashFromOperatingActivities,474709000,726276000.0,806849000.0,-366436000.0,481152000.0
depreciation,289001000,250800000.0,181633000.0,169269000.0,198587000.0
dividendsPaid,-115948000,-107188000.0,-97900000.0,-106396000.0,-86569000.0
changeToAccountReceivables,-267947000,242154000.0,-107784000.0,-67894000.0,-428930000.0
otherCashflowsFromFinancingActivities,-23314000,-51531000.0,-47869000.0,-3915000.0,-3915000.0
changeToNetincome,292294000,94156000.0,307640000.0,-896119000.0,432197000.0
capitalExpenditures,-127615000,-92814000.0,-118269000.0,-135977000.0,-94884000.0
annualDilutedAverageShares,,130274000.0,132721000.0,139206000.0,
