,2022,2021,2020,2019,2018
intangibleAssets,10600000.0,4100000.0,17100000.0,,
capitalSurplus,3349500000.0,3274800000.0,3240900000.0,3179100000.0,3085000000.0
totalLiab,10565500000.0,8799700000.0,6790800000.0,5311500000.0,4955700000.0
totalStockholderEquity,19396300000.0,14886500000.0,11840000000.0,10020900000.0,8984400000.0
minorityInterest,389300000.0,329700000.0,281500000.0,274200000.0,174500000.0
otherCurrentLiab,806100000.0,464500000.0,352800000.0,280700000.0,237200000.0
totalAssets,30351100000.0,24015900000.0,18912300000.0,15606600000.0,14114600000.0
commonStock,4000000.0,4000000.0,3900000.0,3900000.0,3900000.0
otherCurrentAssets,2315200000.0,1097300000.0,672100000.0,577000000.0,470000000.0
retainedEarnings,19185300000.0,13644300000.0,9757800000.0,7640100000.0,6217900000.0
otherLiab,1250100000.0,872000000.0,651300000.0,587400000.0,539500000.0
goodWill,163500000.0,163500000.0,163500000.0,163500000.0,109200000.0
treasuryStock,-3142500000.0,-2036600000.0,-1162600000.0,-802200000.0,-322400000.0
otherAssets,193500000.0,196500000.0,195700000.0,220200000.0,277500000.0
cash,2437200000.0,3140400000.0,2962900000.0,1450900000.0,1439400000.0
totalCurrentLiabilities,5618900000.0,4322500000.0,3351600000.0,3231200000.0,2350000000.0
deferredLongTermAssetCharges,141100000.0,155300000.0,144900000.0,163100000.0,194000000.0
shortLongTermDebt,12400000.0,350600000.0,416300000.0,1017600000.0,499600000.0
propertyPlantEquipment,513900000.0,425000000.0,718400000.0,496000000.0,398100000.0
totalCurrentAssets,29417600000.0,23205400000.0,17786300000.0,14704500000.0,13315800000.0
longTermInvestments,47700000.0,17900000.0,31300000.0,19200000.0,11000000.0
netTangibleAssets,19222200000.0,14718900000.0,11659400000.0,9857400000.0,8875200000.0
netReceivables,348800000.0,263100000.0,224300000.0,178700000.0,136300000.0
longTermDebt,3648600000.0,3568200000.0,2750900000.0,1492900000.0,2066200000.0
inventory,21655700000.0,16479100000.0,12237400000.0,11282000000.0,10395000000.0
accountsPayable,1360300000.0,1177000000.0,900500000.0,627000000.0,624700000.0
researchDevelopment,,,,,
effectOfAccountingCharges,,,,,
incomeBeforeTax,7629700000,5356300000.0,2983000000.0,2125300000.0,2060000000.0
netIncome,5857500000,4175800000.0,2373700000.0,1618500000.0,1460300000.0
sellingGeneralAdministrative,2386100000,2067900000.0,1683100000.0,1539500000.0,1404200000.0
grossProfit,10070100000,7444600000.0,4622000000.0,3650600000.0,3462800000.0
ebit,7684000000,5376700000.0,2938900000.0,2111100000.0,2058600000.0
operatingIncome,7684000000,5376700000.0,2938900000.0,2111100000.0,2058600000.0
otherOperatingExpenses,,,,,
interestExpense,,,,,
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,1734100000,1165100000.0,602500000.0,506700000.0,597700000.0
totalRevenue,33480000000,27774200000.0,20311100000.0,17592900000.0,16068000000.0
totalOperatingExpenses,25796000000,22397500000.0,17372200000.0,15481800000.0,14009400000.0
costOfRevenue,23409900000,20329600000.0,15689100000.0,13942300000.0,12605200000.0
totalOtherIncomeExpenseNet,-54300000,-20400000.0,44100000.0,14200000.0,1400000.0
discontinuedOperations,,,,,
netIncomeFromContinuingOps,5895600000,4191200000.0,2380500000.0,1618600000.0,1462300000.0
netIncomeApplicableToCommonShares,5857500000,4175800000.0,2373700000.0,1618500000.0,1460300000.0
changeToLiabilities,1035500000,845100000.0,566200000.0,126200000.0,129100000.0
totalCashflowsFromInvestingActivities,-414900000,-252200000.0,-166100000.0,-394000000.0,19000000.0
netBorrowings,572500000,1077300000.0,906900000.0,93300000.0,199500000.0
totalCashFromFinancingActivities,-811200000,-85100000.0,270600000.0,-490100000.0,-82500000.0
changeToOperatingActivities,-1470300000,-939000000.0,-608400000.0,-437200000.0,-319400000.0
issuanceOfStock,33200000,22700000.0,23400000.0,143400000.0,47400000.0
changeInCash,-664300000,197100000.0,1526100000.0,8000000.0,481700000.0
repurchaseOfStock,-1193500000,-926900000.0,-398600000.0,-499500000.0,-137800000.0
totalCashFromOperatingActivities,561800000,534400000.0,1421600000.0,892100000.0,545200000.0
depreciation,81400000,82100000.0,90600000.0,72000000.0,62400000.0
otherCashflowsFromInvestingActivities,4800000,2100000.0,600000.0,2100000.0,2100000.0
dividendsPaid,-316500000,-289300000.0,-256000000.0,-223400000.0,-188400000.0
changeToInventory,-5185000000,-3759100000.0,-1063500000.0,-591800000.0,-1056600000.0
otherCashflowsFromFinancingActivities,93100000,31100000.0,-5100000.0,-3900000.0,-3200000.0
changeToNetincome,242700000,129500000.0,63000000.0,93500000.0,259500000.0
capitalExpenditures,-148200000,-267400000.0,-286800000.0,-224100000.0,-138300000.0
investments,,,,,24800000.0
annualDilutedAverageShares,,365800000.0,370200000.0,377400000.0,
