,2022,2021,2020,2019,2018
intangibleAssets,4063104000.0,4063104000.0,1365693000,1283286000.0,1199667000.0
capitalSurplus,2760522000.0,2760522000.0,148101000,90357000.0,48772000.0
totalLiab,7859309000.0,7859309000.0,4224823000,3724740000.0,3390567000.0
totalStockholderEquity,7141245000.0,7141245000.0,3735492000,2813824000.0,2584955000.0
otherCurrentLiab,394472000.0,394472000.0,493618000,207808000.0,192750000.0
totalAssets,15000554000.0,15000554000.0,7960315000,6538564000.0,5975522000.0
commonStock,126241000.0,126241000.0,112090000,111140000.0,110597000.0
otherCurrentAssets,173955000.0,173955000.0,167208000,100381000.0,100507000.0
retainedEarnings,4417174000.0,4417174000.0,3507262000,2811973000.0,2602067000.0
otherLiab,1480469000.0,1480469000.0,774531000,751468000.0,742312000.0
goodWill,7416584000.0,7416584000.0,3447114000,3111227000.0,2952608000.0
treasuryStock,-162692000.0,-162692000.0,-31961000,-199646000.0,-176481000.0
otherAssets,326706000.0,326706000.0,333048000,284173000.0,270023000.0
cash,618319000.0,618319000.0,402036000,191877000.0,163111000.0
totalCurrentLiabilities,1213744000.0,1213744000.0,1652189000,762832000.0,771631000.0
deferredLongTermAssetCharges,22007000.0,22007000.0,65518000,60004000.0,79312000.0
shortLongTermDebt,4240000.0,4240000.0,380948000,9974000.0,13356000.0
otherStockholderEquity,-162692000.0,-162692000.0,-31961000,-199646000.0,-176481000.0
propertyPlantEquipment,753380000.0,753380000.0,575540000,485499000.0,318590000.0
totalCurrentAssets,2440780000.0,2440780000.0,2238920000,1374379000.0,1234634000.0
netTangibleAssets,-4338443000.0,-4338443000.0,-1077315000,-1580689000.0,-1567320000.0
netReceivables,1023792000.0,1023792000.0,1155109000,725184000.0,632669000.0
longTermDebt,4979737000.0,4979737000.0,1609701000,2064041000.0,1843624000.0
inventory,624714000.0,624714000.0,514567000,356937000.0,338347000.0
accountsPayable,355458000.0,355458000.0,327325000,235855000.0,220949000.0
researchDevelopment,274969000.0,274969000.0,205389000,189336000.0,193998000.0
effectOfAccountingCharges,,,,,
incomeBeforeTax,1279886000.0,1279886000.0,906364000,237142000.0,257683000.0
minorityInterest,,,,,
netIncome,943157000.0,943157000.0,727887000,227558000.0,237927000.0
sellingGeneralAdministrative,1105035000.0,1105035000.0,929654000,832781000.0,808774000.0
grossProfit,2890369000.0,2890369000.0,2120607000,1417645000.0,1340939000.0
ebit,1510365000.0,1510365000.0,985564000,395528000.0,338167000.0
operatingIncome,1510365000.0,1510365000.0,985564000,395528000.0,338167000.0
otherOperatingExpenses,,,,,
interestExpense,-78728000.0,-78728000.0,-49212000,-63627000.0,-66976000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,336603000.0,336603000.0,178266000,9389000.0,20208000.0
totalRevenue,5067169000.0,5067169000.0,3782745000,2883673000.0,2777996000.0
totalOperatingExpenses,3556804000.0,3556804000.0,2797181000,2488145000.0,2439829000.0
costOfRevenue,2176800000.0,2176800000.0,1662138000,1466028000.0,1437057000.0
totalOtherIncomeExpenseNet,-230479000.0,-230479000.0,-79200000,-158386000.0,-80484000.0
discontinuedOperations,-126000.0,-126000.0,-211000,-195000.0,452000.0
netIncomeFromContinuingOps,943283000.0,943283000.0,728098000,227753000.0,237475000.0
netIncomeApplicableToCommonShares,943157000.0,943157000.0,727887000,227558000.0,237927000.0
investments,-23130000.0,-23130000.0,-20059000,-6387000.0,-7019000.0
changeToLiabilities,823000.0,823000.0,62753000,7351000.0,8900000.0
totalCashflowsFromInvestingActivities,-4112758000.0,-4112758000.0,-504498000,-487573000.0,-159859000.0
netBorrowings,3073969000.0,3073969000.0,-187470000,208871000.0,-66043000.0
totalCashFromFinancingActivities,2941657000.0,2941657000.0,-202872000,150130000.0,-179230000.0
changeToOperatingActivities,-54225000.0,-54225000.0,314534000,-61773000.0,-14933000.0
issuanceOfStock,25120000.0,25120000.0,37671000,19732000.0,24833000.0
changeInCash,216723000.0,216723000.0,210720000,25579000.0,-36055000.0
repurchaseOfStock,-73072000.0,-73072000.0,-6944000,-6313000.0,-57445000.0
effectOfExchangeRate,-22926000.0,-22926000.0,25913000,-447000.0,-8004000.0
totalCashFromOperatingActivities,1410750000.0,1410750000.0,892177000,363469000.0,311038000.0
depreciation,358004000.0,358004000.0,246507000,214025000.0,180588000.0
otherCashflowsFromInvestingActivities,109000.0,109000.0,282000,282000.0,72000.0
dividendsPaid,-32373000.0,-32373000.0,-31212000,-31059000.0,-31009000.0
changeToInventory,2376000.0,2376000.0,-122513000,-9607000.0,-30183000.0
changeToAccountReceivables,155391000.0,155391000.0,-373895000,-100630000.0,-94512000.0
otherCashflowsFromFinancingActivities,-51987000.0,-51987000.0,-14917000,-41101000.0,-49566000.0
changeToNetincome,262000.0,262000.0,33513000,82699000.0,19910000.0
capitalExpenditures,-99888000.0,-99888000.0,-77506000,-76331000.0,-93253000.0
annualDilutedAverageShares,,126241000.0,112090000,111501000.0,111534000.0
