,2022,2021,2020,2019,2018
intangibleAssets,4699500000.0,4699500000.0,3837700000,3622000000.0,3484400000.0
capitalSurplus,4999200000.0,4999200000.0,4967800000,4492900000.0,4621000000.0
totalLiab,16587600000.0,16587600000.0,12499900000,11454400000.0,11568100000.0
totalStockholderEquity,10970200000.0,10970200000.0,9689300000,7636300000.0,7086200000.0
minorityInterest,1900000.0,1900000.0,6800000,5900000.0,3700000.0
otherCurrentLiab,1224400000.0,1224400000.0,892600000,841800000.0,347900000.0
totalAssets,28180000000.0,28180000000.0,23566300000,20596600000.0,19408000000.0
commonStock,442300000.0,442300000.0,442300000,442300000.0,442300000.0
otherCurrentAssets,868000000.0,868000000.0,663900000,53900000.0,58900000.0
retainedEarnings,8742400000.0,8742400000.0,7542200000,6772800000.0,6219000000.0
otherLiab,3139000000.0,3139000000.0,3356500000,3831800000.0,3746700000.0
goodWill,8784200000.0,8784200000.0,8086500000,9237500000.0,8956700000.0
treasuryStock,-3213700000.0,-3213700000.0,-3263000000,-4071700000.0,-4196100000.0
otherAssets,3389500000.0,3389500000.0,3195300000,786000000.0,482300000.0
cash,142300000.0,142300000.0,1241900000,297700000.0,288700000.0
totalCurrentLiabilities,8767400000.0,8767400000.0,4558300000,4405700000.0,4001600000.0
shortLongTermDebt,3200000.0,3200000.0,90900000,3100000.0,2500000.0
otherStockholderEquity,-1845600000.0,-1845600000.0,-1713700000,-1886900000.0,-1824800000.0
propertyPlantEquipment,2780400000.0,2780400000.0,2410800000,2494500000.0,1915200000.0
totalCurrentAssets,8526400000.0,8526400000.0,6036000000,4456600000.0,4569400000.0
netTangibleAssets,-2513500000.0,-2513500000.0,-2234900000,-5223200000.0,-5354900000.0
netReceivables,1560800000.0,1560800000.0,1164500000,1454600000.0,1607800000.0
longTermDebt,4353600000.0,4353600000.0,4245400000,3216900000.0,3819800000.0
inventory,5446800000.0,5446800000.0,2638900000,2255000000.0,2373500000.0
accountsPayable,3438900000.0,3438900000.0,2320000000,2087800000.0,2233200000.0
researchDevelopment,,,,,
effectOfAccountingCharges,,,,,
incomeBeforeTax,1660000000.0,1660000000.0,1228900000,1083200000.0,1022100000.0
netIncome,1689200000.0,1689200000.0,1233800000,955800000.0,605200000.0
sellingGeneralAdministrative,3052000000.0,3052000000.0,2476300000,2470800000.0,2985900000.0
grossProfit,5233200000.0,5233200000.0,4467100000,4261400000.0,4916800000.0
ebit,2016900000.0,2016900000.0,1841800000,1560700000.0,1692000000.0
operatingIncome,2016900000.0,2016900000.0,1841800000,1560700000.0,1692000000.0
otherOperatingExpenses,160400000.0,160400000.0,120000000,203600000.0,210900000.0
interestExpense,-185400000.0,-185400000.0,-222600000,-282200000.0,-277900000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,61400000.0,61400000.0,43000000,126800000.0,416300000.0
totalRevenue,15617200000.0,15617200000.0,13057700000,12912900000.0,13982400000.0
totalOperatingExpenses,13600300000.0,13600300000.0,11215900000,11352200000.0,12290400000.0
costOfRevenue,10384000000.0,10384000000.0,8590600000,8651500000.0,9065600000.0
totalOtherIncomeExpenseNet,-356900000.0,-356900000.0,-612900000,-477500000.0,-669900000.0
discontinuedOperations,88900000.0,88900000.0,48800000,1600000.0,1600000.0
netIncomeFromContinuingOps,1598600000.0,1598600000.0,1185900000,956400000.0,605800000.0
netIncomeApplicableToCommonShares,1675000000.0,1675000000.0,1209700000,954000000.0,605200000.0
investments,-15400000.0,-15400000.0,-18700000,-260600000.0,-21700000.0
changeToLiabilities,760200000.0,760200000.0,310100000,-160600000.0,212500000.0
totalCashflowsFromInvestingActivities,-2623800000.0,-2623800000.0,-1577100000,-1208600000.0,-989100000.0
netBorrowings,2223100000.0,2223100000.0,725600000,-671900000.0,445700000.0
totalCashFromFinancingActivities,918700000.0,918700000.0,615900000,-292500000.0,-561600000.0
changeToOperatingActivities,76100000.0,76100000.0,306800000,-237000000.0,70400000.0
issuanceOfStock,131400000.0,131400000.0,147000000,881000000.0,38500000.0
changeInCash,-1103500000.0,-1103500000.0,1083700000,3200000.0,-343700000.0
repurchaseOfStock,-34300000.0,-34300000.0,-26200000,-27500000.0,-527100000.0
effectOfExchangeRate,-61500000.0,-61500000.0,22800000,-1400000.0,-53900000.0
totalCashFromOperatingActivities,663100000.0,663100000.0,2022100000,1505700000.0,1260900000.0
depreciation,577100000.0,577100000.0,578100000,560200000.0,506500000.0
otherCashflowsFromInvestingActivities,-59200000.0,-59200000.0,35100000,-14600000.0,7100000.0
dividendsPaid,-493700000.0,-493700000.0,-450600000,-402000000.0,-384900000.0
changeToInventory,-1970400000.0,-1970400000.0,-401500000,137700000.0,-401600000.0
changeToAccountReceivables,-280600000.0,-280600000.0,-39600000,137800000.0,-48800000.0
otherCashflowsFromFinancingActivities,-157800000.0,-157800000.0,-529900000,-72100000.0,-133800000.0
changeToNetincome,-188500000.0,-188500000.0,34400000,111800000.0,316700000.0
capitalExpenditures,-519100000.0,-519100000.0,-348100000,-424700000.0,-492100000.0
annualDilutedAverageShares,,165024000.0,155861000,150558000.0,151643000.0
