stock,intrinsic value,latest stock price,safety margin
FISV,260.69356548702444,100.97,0.3873129734190758
FITB,179.0302756657896,33.26,0.1857786336769606
FLT,511.1029118461325,185.79,0.363508005323069
FMC,277.0312074206882,128.45,0.4636661739157102
FOX,126.14436805928506,28.88,0.2289440301165648
FOXA,126.14436805928506,30.65,0.2429755721285565
FRC,389.46577709038144,119.59,0.3070616393908401
FRT,251.55022104680037,107.56,0.4275885727804179
FTNT,31.31121374165046,51.55,1.6463750152051029
FTV,98.48170484649246,66.88,0.6791109080031529
GD,607.8902472016797,248.05,0.4080506327282867
GE,63.54740922579727,86.0,1.3533203170317136
GEN,63.03093909773536,22.75,0.3609338576524141
GILD,271.7612527392526,88.24,0.3246967664101248
GIS,221.11633839923496,86.85,0.3927796590190844
GL,281.64587661655105,119.83,0.4254633564656921
GLW,229.01785514138297,33.35,0.145621833631319
GM,885.9009883651286,38.18,0.0430973669760304
GNRC,415.1955735819864,93.26,0.2246170381717339
GOOG,286.6621268276981,96.36,0.3361448582913724
GOOGL,286.6621268276981,96.01,0.3349239087230662
GPC,367.9146244628553,184.62,0.5018011998559172
GPN,331.2142736072926,98.29,0.2967565344618526
GRMN,250.9244793993961,94.75,0.3776036528073714
GS,3089.493420678441,363.73,0.1177312751551761
GWW,1095.638084142336,590.97,0.5393843172790133
HAL,120.5734563293377,36.05,0.2989878626480775
HAS,233.01833628316416,61.44,0.2636702372011533
HBAN,63.85067240023791,14.95,0.2341400558209986
HCA,1463.4686602472984,240.28,0.164185271968446
HD,780.3263425397308,322.04,0.4126991265626831
HES,530.699924625648,135.32,0.2549840196330417
HIG,317.5960891636661,75.42,0.237471438009849
HII,1018.7236189673754,237.68,0.233311563190145
HLT,89.60770735470395,135.71,1.5144902598925374
HOLX,257.04436658761506,74.5,0.2898332338071538
HON,406.4454722701752,213.66,0.5256793704863182
HPE,142.6365368262002,16.02,0.1123134391542333
HPQ,148.76893916309078,28.07,0.1886818589815158
HRL,104.90321272964168,47.51,0.452893660391923
HSIC,245.6143942012544,81.48,0.3317395149619609
HST,,17.72,
HSY,287.94919969231404,235.85,0.8190680864958672
HUM,1071.1108049256825,551.3,0.514699317255278
HWM,74.99268840470513,38.27,0.5103164163614502
IBM,478.6476115254107,147.22,0.307574918280323
ICE,372.1115409870512,104.32,0.2803460481856705
IDXX,404.4755292767884,424.26,1.0489138879639683
IEX,300.50284911709974,235.85,0.7848511276779746
IFF,479.529250498583,106.51,0.2221136664536269
ILMN,279.29733788666465,210.47,0.7535696601784514
INCY,108.17113976529616,83.28,0.7698911205030881
INTC,366.52884674667393,28.41,0.077510952417984
A,202.88073004024892,153.95,0.7588202189998935
AAL,156.9838775782966,13.78,0.0877797147871261
AAP,593.4995527342193,146.78,0.2473127390303712
AAPL,257.52443731766465,141.51,0.5495012491783173
ABBV,389.9367219468391,164.01,0.420606705573013
ABC,488.422497286144,170.78,0.3496562933708354
ABMD,178.45532233584487,377.92,2.1177289365949625
ABT,234.7041306562314,105.14,0.447968255633291
ACGL,188.00811581620096,60.44,0.3214754838513826
ACN,521.1295964211398,285.55,0.547944315504274
ADBE,,329.3,
ADI,445.51112690187415,165.78,0.3721119181755337
ADM,287.6613644551597,92.49,0.3215238868632191
ADP,325.2034261437116,259.13,0.796824323386701
ADSK,99.79708718202156,194.77,1.9516601686455612
AEE,648.7067621154533,87.59,0.1350224864534573
AEP,740.5400586853932,98.27,0.1327004513090742
AES,97.61380710127096,28.14,0.2882788904115349
AFL,,71.85,
AIG,,62.43,
AIZ,529.9071879148136,129.56,0.2444956455673285
AJG,261.68884669209694,195.99,0.7489428857111431
AKAM,274.8607105730612,90.09,0.3277660157836673
ALB,383.7908786589784,264.33,0.6887344507081766
ALGN,529.5232124071282,186.61,0.3524113686191407
ALK,393.1037394478604,44.78,0.1139139507115765
ALL,773.7178368863756,132.27,0.1709537943861885
ALLE,216.25687167118,109.18,0.5048625699441769
AMAT,291.132575689481,106.25,0.3649540067729321
AMCR,42.40921813107509,12.28,0.2895596886989507
AMD,112.53445776338916,70.29,0.6246086878366552
AME,215.59101041098464,140.75,0.6528565348419955
AMGN,559.8702587041967,284.22,0.5076533278581701
AMP,885.5749532453056,325.0,0.3669932158864643
AMT,,214.14,
AMZN,320.0818367621677,88.5,0.2764917900223081
ANET,98.60975002162108,126.45,1.2823275586062708
ANSS,232.076906516731,242.14,1.043361029041222
AON,324.8493079329768,307.32,0.946038647751734
AOS,147.53151071110688,59.6,0.4039814932601583
APA,468.6726736189923,43.96,0.0937968063308451
APD,,313.54,
APH,135.8655708420197,78.46,0.5774825771808728
APTV,250.3839136008012,98.64,0.3939550212369728
ARE,,147.46,
ATO,785.4409799981232,117.8,0.1499794421221585
ATVI,134.72335295896434,76.13,0.565083916989422
AVB,393.0380244860717,169.29,0.4307216845529387
AVGO,,522.11,
AVY,528.3579135731417,192.35,0.3640524634128955
AWK,678.3121463431751,155.61,0.2294076566944933
AXP,535.0950589839271,156.3,0.2920976327024819
AZO,5551.887887327157,2465.34,0.4440543559295264
BA,-77.86479273857348,176.56,-2.26752032324532
BAC,,32.76,
BALL,260.5395077082998,54.23,0.2081450159977884
BAX,183.999297037932,51.7,0.2809793343359453
BBWI,240.01383877097072,43.38,0.1807395782765453
BBY,548.0780405244706,83.11,0.1516389890762086
BDX,527.4137277720129,244.48,0.4635450067497718
BEN,140.89742011525536,27.05,0.1919836429785077
BF-B,83.90138925248125,67.98,0.8102368817211164
BIIB,530.3815893059365,290.08,0.546926978328192
BIO,5882.446945997685,406.9,0.0691718945764309
BK,267.5668716557279,43.67,0.1632115356051596
BKNG,1818.055333627266,1946.15,1.070456967950017
BKR,117.07221966841664,28.38,0.242414469294087
BLK,1761.9263083576643,718.96,0.4080533882658013
BMY,270.90678221341665,79.83,0.2946770078908952
BR,311.7644733893593,143.28,0.4595777012124762
BRK-B,1770.535631252236,308.6,0.174297537170567
BRO,109.3705288224202,58.34,0.5334160914109131
BSX,56.819504725960094,45.56,0.8018373306795867
BWA,272.4535877872264,41.67,0.1529434805334343
BXP,,65.6,
C,525.7800520207435,44.96,0.0855110417886797
CAG,120.14109038697352,38.15,0.3175433140911168
CAH,31.15697976477216,79.97,2.5666801019789025
CARR,106.65750279788767,43.32,0.4061598937122119
CAT,737.1119934467686,227.53,0.3086776528164459
ROP,569.9516237542829,431.73,0.7574853408718898
ROST,271.19172826115545,116.07,0.4279997798761233
RSG,387.75184407116507,136.12,0.3510492653518304
RTX,258.0723888791175,98.93,0.383342055419727
SBAC,298.96508586036134,290.17,0.9705815619404158
SBNY,776.2711900340082,117.44,0.151287335544238
SBUX,195.5077823928793,102.47,0.5241223584342191
SCHW,207.01704933170925,80.65,0.3895814391150568
SEDG,189.97903245176124,314.2,1.6538667238437508
SEE,216.7384017887055,52.91,0.2441191757590841
SHW,352.33997117426327,251.37,0.7134302678241274
SIVB,1757.366147190113,207.76,0.1182223751903901
SJM,452.63382979703937,155.62,0.343809918206467
SLB,139.3385921037801,50.14,0.3598428780065143
SNA,710.7297301433046,237.2,0.3337414912306726
SNPS,291.6564821002306,322.77,1.1066786435731502
SO,412.9245324177192,68.68,0.1663257922649229
SPG,469.5202897904309,119.44,0.2543873025238413
SPGI,566.8072595341986,350.33,0.6180760639655545
SRE,811.7446198715693,164.85,0.2030811119217296
STE,397.10127501154136,184.54,0.4647177221846908
STT,429.9050379056312,80.94,0.1882741369915446
STX,334.8505459795716,52.6,0.1570850059274175
STZ,242.6554457060324,247.18,1.0186460035166442
SWK,506.7514025463437,77.91,0.1537440244043033
SWKS,452.4268863824176,91.61,0.20248575572621
SYF,,35.05,
SYK,312.12790188074524,238.9,0.7653913621963747
SYY,196.58322256909491,84.14,0.4280121105982303
T,280.77173775731825,19.36,0.0689528089779947
TAP,371.1029469808385,53.19,0.1433295004330601
TDG,3930.0561959322295,610.48,0.1553362012054362
TDY,660.9481730166259,415.74,0.6290054454686301
TECH,77.2321156114455,80.94,1.0480096182682457
TEL,396.41256986234856,121.29,0.3059691069890066
TER,241.8466853094297,89.69,0.3708547830012494
TFC,224.52248072735784,41.82,0.1862619719171145
TFX,579.0313499157801,238.34,0.4116184728765834
TGT,903.6518638639754,154.82,0.171327041077519
TJX,159.64794377601262,79.64,0.4988476401032485
TMO,998.2747370905656,555.34,0.5562997633482318
TMUS,766.6021327830163,149.24,0.1946772564514137
TPR,154.95851318094552,37.12,0.239547987638826
TRGP,423.7073119876941,69.11,0.1631078766986376
TRMB,100.05812952519096,57.22,0.5718675760932959
TROW,590.7608643964456,121.09,0.2049729548752562
TRV,,189.42,
TSCO,502.81075482390486,219.0,0.4355515428000312
TSLA,135.92391677953833,172.99,1.2726972860896952
TSN,568.2381414531251,63.95,0.1125408439434637
META,761.2931909389679,113.43,0.1489964725155325
MGM,210.72685594996307,36.82,0.1747285595564662
MHK,1132.1211641498105,95.94,0.0847435796079725
MKC,,84.99,
MKTX,331.6052796267959,274.97,0.8292087517709734
MLM,852.0329399432798,351.76,0.4128478882793156
MMC,342.33416437631604,172.08,0.5026667446806111
MMM,570.9917082891749,125.74,0.220213355421126
MNST,111.03449724604066,101.04,0.909987458907533
MO,71.51906924845551,46.29,0.6472399667169837
MOH,530.1885418782387,339.14,0.639659240462963
MOS,345.6677640894397,47.3,0.1368365954650066
MPC,441.386931876662,108.91,0.2467449580732785
MPWR,242.6564141894262,361.87,1.4912855331222008
MRK,252.7392190416625,109.48,0.4331737686581713
MRNA,1108.7594326676024,176.86,0.1595116080090398
MRO,199.02653086933944,27.25,0.1369164195395114
MS,491.4143692975517,87.18,0.1774062897766273
MSCI,359.1531008074428,500.22,1.3927765036008672
MSFT,,243.82,
MSI,394.6073542867467,264.72,0.6708440608728181
MTB,705.3792249594261,146.95,0.2083276552530345
MTCH,45.32058241537987,42.59,0.9397496177265978
MTD,1443.7369971185449,1454.75,1.0076281226452155
MU,725.8234374226365,53.5,0.0737093861145844
NCLH,-306.2873081671409,15.66,-0.0511284652756631
NDAQ,121.29906729978488,65.32,0.5385037284628473
NDSN,,233.89,
NEE,357.0177997454277,85.56,0.2396519166859712
NEM,195.78102477953573,46.92,0.2396555031461066
NFLX,437.5307259574273,304.95,0.6969796220201282
NI,258.103713993238,27.75,0.1075149193735624
NKE,161.89921870466375,108.02,0.6672051963206189
NOC,2129.5969113756155,537.29,0.2522965717737339
NOW,160.15739342747528,387.33,2.418433465423475
NRG,517.8756536523747,33.74,0.0651507746348857
NSC,820.574831953862,243.43,0.2966578921514951
NTAP,195.7657939081157,62.9,0.3213023007968523
NTRS,334.79300799874187,89.43,0.2671202739106668
NUE,1176.869834981018,153.39,0.1303372687791543
NVDA,147.01302636644348,158.68,1.079360135097658
NVR,12891.422623547758,4675.0,0.362644227601424
NWL,96.28200647831883,12.93,0.1342930052346969
NWS,89.48100240556366,18.47,0.2064125289554377
NWSA,89.48100240556366,18.08,0.2020540619119823
NXPI,434.6305595006144,161.84,0.3723622199643586
O,,63.49,
ODFL,551.7372747663782,286.9,0.5199938686786785
OGN,230.71818861463896,25.83,0.1119547624532671
OKE,346.5020060468702,63.78,0.1840681984143338
